submission_pk,User,b'Score',b'NDS',b'mIOU',b'mAP',b'trans_err',b'scale_err',b'orient_err'
195956,yyyds,0.29 (1),0.29 (1),0.30 (1),0.21 (1),0.54 (1),0.36 (1),1.71 (1),
195854,shxu_cold,0.29 (1),0.29 (1),0.30 (1),0.21 (1),0.54 (1),0.36 (1),1.71 (1),
