submission_pk,User,b'F1',b'P',b'R'
162919,aliHo,- (-),,,
158321,sv-ident-2022,- (-),,,
submission_pk,User,b'MAP@10',b'R-Precision'
158321,sv-ident-2022,0.1893 (1),0.1665 (1),
162919,aliHo,0.1359 (2),0.1259 (2),
