submission_pk,User,b'AVG',b'SPICE',b'ROUGE_L',b'CIDEr'
103631,GX,0.5883 (1),0.2500 (1),0.3454 (1),1.1697 (1),
446498,pakapro,0.1659 (2),0.0812 (2),0.2022 (2),0.2144 (2),
