submission_pk,User,b'F-1 sarcastic',b'F-score',b'Precision',b'Recall',b'Accuracy'
42418,ragingmartyr,- (-),,,,,
42317,ShubhamKumarNigam,- (-),,,,,
42169,maryam.najafi,- (-),,,,,
42138,abdessamad_benlahbib,- (-),,,,,
42114,UTNLP,- (-),,,,,
42097,guillotine,- (-),,,,,
41990,abhayshukla9,- (-),,,,,
41949,mayukh,- (-),,,,,
41703,leon14138,- (-),,,,,
41595,emma,- (-),,,,,
41473,dartmouth,- (-),,,,,
41272,rematchka,- (-),,,,,
41263,lizefeng,- (-),,,,,
40914,tanuj22,- (-),,,,,
40714,Abdelkader,- (-),,,,,
40448,robvanderg,- (-),,,,,
submission_pk,User,b'F-1 sarcastic',b'F-score',b'Precision',b'Recall',b'Accuracy'
42418,ragingmartyr,- (-),,,,,
42317,ShubhamKumarNigam,- (-),,,,,
42169,maryam.najafi,- (-),,,,,
42138,abdessamad_benlahbib,- (-),,,,,
42114,UTNLP,- (-),,,,,
42097,guillotine,- (-),,,,,
41990,abhayshukla9,- (-),,,,,
41949,mayukh,- (-),,,,,
41703,leon14138,- (-),,,,,
41595,emma,- (-),,,,,
41473,dartmouth,- (-),,,,,
41272,rematchka,- (-),,,,,
41263,lizefeng,- (-),,,,,
40914,tanuj22,- (-),,,,,
40714,Abdelkader,- (-),,,,,
40448,robvanderg,- (-),,,,,
submission_pk,User,b'macro F-score',b'F1-Sarcasm',b'F1-irony',b'F1-satire',b'F1-understatement',b'F1-overstatement',b'F1-rhetorical question'
42418,ragingmartyr,- (-),,,,,,,
42317,ShubhamKumarNigam,- (-),,,,,,,
42169,maryam.najafi,- (-),,,,,,,
42138,abdessamad_benlahbib,- (-),,,,,,,
42114,UTNLP,- (-),,,,,,,
42097,guillotine,- (-),,,,,,,
41990,abhayshukla9,- (-),,,,,,,
41949,mayukh,- (-),,,,,,,
41703,leon14138,- (-),,,,,,,
41595,emma,- (-),,,,,,,
41473,dartmouth,- (-),,,,,,,
41272,rematchka,- (-),,,,,,,
41263,lizefeng,- (-),,,,,,,
40914,tanuj22,- (-),,,,,,,
40714,Abdelkader,- (-),,,,,,,
40448,robvanderg,- (-),,,,,,,
submission_pk,User,b'Accuracy',b'F-Score'
41595,emma,0.8700 (1),0.8694 (1),
41263,lizefeng,0.8550 (2),0.8549 (2),
41703,leon14138,0.8050 (3),0.8048 (3),
42317,ShubhamKumarNigam,0.7900 (4),0.7898 (4),
42138,abdessamad_benlahbib,0.7750 (5),0.7737 (5),
42114,UTNLP,0.7700 (6),0.7685 (6),
42169,maryam.najafi,0.7650 (7),0.7649 (7),
41949,mayukh,0.7500 (8),0.7406 (8),
41990,abhayshukla9,0.7350 (9),0.7314 (9),
41272,rematchka,0.7200 (10),0.6902 (10),
40714,Abdelkader,0.6950 (11),0.6481 (12),
41473,dartmouth,0.6600 (12),0.6595 (11),
40914,tanuj22,0.6250 (13),0.6250 (13),
42418,ragingmartyr,0.4950 (14),0.4947 (14),
42097,guillotine,0.3400 (15),0.2794 (15),
40448,robvanderg,0.2500 (16),0.2473 (16),
submission_pk,User,b'Accuracy',b'F-Score'
42418,ragingmartyr,- (-),,
42317,ShubhamKumarNigam,- (-),,
42169,maryam.najafi,- (-),,
42138,abdessamad_benlahbib,- (-),,
42114,UTNLP,- (-),,
42097,guillotine,- (-),,
41990,abhayshukla9,- (-),,
41949,mayukh,- (-),,
41703,leon14138,- (-),,
41595,emma,- (-),,
41473,dartmouth,- (-),,
41272,rematchka,- (-),,
41263,lizefeng,- (-),,
40914,tanuj22,- (-),,
40714,Abdelkader,- (-),,
40448,robvanderg,- (-),,
