submission_pk,User,Accuracy
853531,frid,0.9878 (1),
853508,kevincui568,0.9878 (1),
853502,alexznumber1,0.9878 (1),
853501,epelofske,0.9878 (1),
853510,jmccullough12,0.9813 (2),
853498,teamMugi,-1.0000 (3),
853506,redheadeaglesii,-1.0000 (3),
