submission_pk,User,Accuracy
672573,AlexCrosby,0.9511 (1),
678116,yang1094,0.9428 (2),
666085,mutaz,0.9336 (3),
673299,zz,0.9219 (4),
680878,hanzhongyuan,0.9157 (5),
676091,JAGD,0.9116 (6),
680897,Abdalrhman,0.9088 (7),
680851,bits_nlp_2020,0.9064 (8),
671771,gaojiaming,0.8616 (9),
680880,chanchal,0.8295 (10),
680738,panyawut-sr,0.8208 (11),
679451,aupatsara-wa,0.8202 (12),
673705,meghana,0.8120 (13),
680489,TaeyongSeong,0.8091 (14),
679454,christopher-w,0.7452 (15),
680523,ken_tt,0.0000 (16),
