submission_pk,User,PSNR,SSIM,Runtime per image [s],CPU [1] / GPU [0],Extra Data [1] / No Extra Data [0]
496271,kh3005,23.69 (1),0.83 (1),10.43 (1),0.00 (1),0.00 (1),
496753,MKFMIKU,23.34 (2),0.82 (2),0.70 (4),0.00 (1),0.00 (1),
494029,iim_lab,22.38 (3),0.81 (3),0.75 (3),0.00 (1),0.00 (1),
496065,wataridori2010,21.34 (4),0.78 (4),0.04 (5),0.00 (1),0.00 (1),
492785,houbingxin,18.33 (5),0.49 (6),0.01 (6),0.00 (1),0.00 (1),
496732,sangmin_kim,17.23 (6),0.53 (5),1.28 (2),0.00 (1),0.00 (1),
