submission_pk,User,PSNR,SSIM,Runtime per image [s],CPU [1]/ GPU [0],Extra Data [1] / No Extra Data [0]
650282,hrishikeshps,20.9139 (7),0.5743 (7),0.0600 (4),0.0 (2),1.0 (1),
650115,arnaurm,21.8217 (1),0.6153 (1),3.0000 (1),0.0 (2),1.0 (1),
654747,tongtong,21.2687 (4),0.5928 (3),0.0100 (5),1.0 (1),0.0 (2),
654651,haoyuc,21.2869 (3),0.5914 (5),0.0000 (6),0.0 (2),0.0 (2),
648936,DYng,21.2285 (6),0.5917 (4),0.5200 (3),0.0 (2),0.0 (2),
647824,xuxu123,21.4484 (2),0.5987 (2),1.0000 (2),0.0 (2),0.0 (2),
647735,kapendragon,21.2317 (5),0.5807 (6),3.0000 (1),0.0 (2),0.0 (2),
616852,dario,19.8447 (8),0.5361 (8),0.0000 (6),1.0 (1),0.0 (2),
