submission_pk,User,Prediction score,Duration
847918,acrulopez,0.9990 (1),0.00 (1),
843037,Thibaut,0.9350 (2),0.00 (1),
843018,moha3lans,0.9292 (3),0.00 (1),
842843,mdsalem17,0.8457 (4),0.00 (1),
842836,abeona,0.8457 (4),0.00 (1),
842458,mykola_liashuha,0.8445 (5),0.00 (1),
843036,eric_saga,0.7937 (6),0.00 (1),
787118,reference,0.7844 (7),0.00 (1),
843023,Paavo,0.7800 (8),0.00 (1),
843060,ihsanullah2131,0.6756 (9),0.00 (1),
843084,Thiha,-1.3079 (10),0.00 (1),
