submission_pk,User,Prediction score,Duration
448436,deepbasu007,0.5000 (1),0.00 (1),
444886,lebrusquet,- (3),0.00 (2),
444897,jinghuang,- (3),0.00 (3),
436823,pangolin,0.3333 (2),0.00 (4),
