submission_pk,User,PSNR,SSIM,Runtime per image [s],CPU [1]/ GPU [0],Extra Data [1] / No Extra Data [0]
496700,zijundeng,27.07 (1),0.69 (1),2.85 (4),0.00 (1),0.00 (1),
496722,iim_lab,27.06 (2),0.69 (2),80.00 (1),0.00 (1),0.00 (1),
496535,wy-sun16,26.82 (3),0.68 (3),25.85 (3),0.00 (1),0.00 (1),
496466,JuanLuisGonzalez,26.46 (4),0.67 (4),1.00 (5),0.00 (1),0.00 (1),
496449,kronos,24.95 (5),0.65 (5),40.26 (2),0.00 (1),0.00 (1),
486732,Radu,24.59 (6),0.63 (6),-1.00 (6),-1.00 (2),-1.00 (2),
