submission_pk,User,Accuracy
871207,sufluo,85.00000 (1),
870800,shizhuo.liu,82.00000 (2),
869516,astar_trek,67.00000 (3),
856930,DeepBlueAI,61.00000 (4),
861832,liyuxin,48.00000 (5),
868857,tqll,39.00000 (6),
870545,NumberOne,21.00000 (7),
855081,XUYU0010,19.00000 (8),
845820,overfitting,18.00000 (9),
