submission_pk,User,DCF,EER
713237,JTBD,0.3447 (1),7.2050 (1),
712818,DKU-DukeECE,0.5976 (2),12.4150 (2),
713145,umair.khan,0.7514 (3),14.7100 (3),
710818,heimanba89,0.7616 (4),15.8860 (4),
680789,zh794390558,0.7858 (5),17.3060 (5),
677738,vggoxford,0.8646 (6),19.0670 (6),
