submission_pk,User,Accuracy
872553,astar_trek,93.71610 (1),
872542,overfitting,92.31960 (2),
872552,DeepBlueAI,91.46630 (3),
872039,davinnovation,89.91470 (4),
872282,HaichaoShi,85.95810 (5),
872530,Ticuby,79.59660 (6),
871909,SamsungAI,79.13110 (7),
872364,soso,75.79520 (8),
871945,ronixy,66.64080 (9),
872276,WuhanUniversity-HL,64.23580 (10),
871917,WHU-HAVPR,62.99460 (11),
871921,handsomeboys,58.72770 (12),
871788,zjx186,57.87430 (13),
