submission_pk,User,correct
846490,alejandro.vaca,0.900000 (1),
846476,Davertor,0.900000 (1),
823801,hcordobes,0.900000 (1),
834293,agnprz,0.890000 (2),
845529,alison,0.890000 (2),
826767,javic,0.890000 (2),
845451,fermeck,0.880000 (3),
840957,jaisenbe58r,0.880000 (3),
821347,Krilin,0.880000 (3),
814032,AlexFocus,0.810000 (4),
806639,shathe,0.780000 (5),
807386,alvarobartt,0.750000 (6),
