submission_pk,User,PSNR,SSIM,Runtime per image [s],CPU [1]/ GPU [0],Extra Data [1] / No Extra Data [0]
654798,Mengmengbai,27.6735 (1),0.8698 (1),0.3951 (2),0.0 (1),1.0 (1),
654460,YIYANGCAI,26.1893 (4),0.8610 (3),-1.0000 (3),0.0 (1),1.0 (1),
646024,lchia,25.4529 (5),0.8235 (5),-1.0000 (3),0.0 (1),1.0 (1),
643850,WeijianZeng,24.4367 (6),0.8012 (6),-1.0000 (3),0.0 (1),1.0 (1),
643340,AiriaBeijingTeam,19.2721 (7),0.6801 (8),-1.0000 (3),0.0 (1),1.0 (1),
653367,cmsp-ct,27.5469 (2),0.8659 (2),6.2080 (1),0.0 (1),0.0 (2),
644086,andrewcc,26.5528 (3),0.8586 (4),-1.0000 (3),-1.0 (2),-1.0 (3),
623288,Radu,12.1284 (8),0.6942 (7),-1.0000 (3),-1.0 (2),-1.0 (3),
