submission_pk,User,Per Category IoU,Per Category IoU,Per Category IoU,Per Category IoU,Per Category IoU,Per Category IoU,Per Category IoU,Per Category IoU,Per Category IoU,Per Category IoU,Per Category IoU,Per Category IoU,Per Category IoU,Per Category IoU,Per Category IoU,Per Category IoU,Per Category IoU,Per Category IoU,Per Category IoU,MeanIoU
,road,sdwlk,bldng,wall,fence,pole,light,sign,vgttn,trrn,sky,person,rider,car,truck,bus,train,mcycl,bcycl
411438,BUPT_OVERFIT,0.0 (1),22.6 (1),,,,,,,,,,,,,,,,,,,,
410468,visda_source_dilation,0.0 (1),21.4 (2),,,,,,,,,,,,,,,,,,,,
submission_pk,User,road,road,sdwlk,sdwlk,bldng,bldng,wall,wall,fence,fence,pole,pole,light,light,sign,sign,vgttn,vgttn,trrn,trrn,sky,sky,person,person,rider,rider,car,car,truck,truck,bus,bus,train,train,mcycl,mcycl,bcycl,bcycl,MeanIoU,MeanIoU
,src,adapt,s,a,s,a,s,a,s,a,s,a,s,a,s,a,s,a,s,a,s,a,s,a,s,a,s,a,s,a,s,a,s,a,s,a,s,a,s,a
411438,BUPT_OVERFIT,80.6 (1),28.8 (1),0.0 (2),24.8 (1),0.0 (2),12.0 (2),0.0 (2),0.0 (2),75.2 (1),31.7 (1),73.8 (1),22.3 (2),0.0 (2),73.1 (1),0.9 (2),0.0 (2),7.0 (1),0.0 (2),0.0 (1),22.6 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410468,visda_source_dilation,30.6 (2),21.2 (2),44.8 (1),10.1 (2),4.4 (1),15.4 (1),12.4 (1),1.7 (1),75.1 (2),13.5 (2),58.1 (2),38.0 (1),0.2 (1),67.5 (2),9.4 (1),5.0 (1),0.0 (2),0.0 (1),0.0 (1),21.4 (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
