submission_pk,User,PSNR,SSIM,Runtime per image [s],CPU [1] / GPU [0],Extra Data [1] / No Extra Data [0]
490392,cr2018,26.29 (1),0.65 (1),12.95 (2),0.00 (1),1.00 (1),
495850,Nam,25.65 (2),0.63 (3),10.26 (3),0.00 (1),0.00 (2),
499272,jesse1029,25.63 (3),0.62 (5),0.96 (8),0.00 (1),0.00 (2),
507949,homework,25.54 (4),0.62 (4),5.31 (4),0.00 (1),0.00 (2),
496109,SeeCout,25.40 (5),0.61 (6),1.58 (6),0.00 (1),0.00 (2),
496582,kuldeeppurohit3,25.16 (6),0.60 (8),1.00 (7),0.00 (1),1.00 (1),
495702,sefi,25.06 (7),0.61 (7),360.00 (1),0.00 (1),0.00 (2),
496238,DokyeongKwon,24.90 (8),0.63 (2),0.45 (9),0.00 (1),1.00 (1),
494243,MadDemon,22.73 (9),0.45 (9),2.00 (5),0.00 (1),0.00 (2),
