submission_pk,User,DCF,EER
713219,JTBD,0.3447 (1),7.2050 (1),
712817,DKU-DukeECE,0.5976 (2),12.4150 (2),
713096,umair.khan,0.7514 (3),14.7100 (3),
710772,heimanba89,0.7616 (4),15.8860 (4),
680787,zh794390558,0.7858 (5),17.3060 (5),
677694,vggoxford,0.8646 (6),19.0670 (6),
