submission_pk,User,With GT Sentences
,localization_accuracy
896055,RUCer-RLD,0.726 (1),,
628161,Surromind,0.477 (2),,
596381,activitynet-entities,0.431 (3),,
905062,zhengmh,0.413 (4),,
626942,hijooooo,0.304 (5),,
