submission_pk,User,Task1,Duration
614774,ardaakdemir,- (-),0.00 (1),
submission_pk,User,Task2
614774,ardaakdemir,- (-),
submission_pk,User,Task 3,Precision,Recall
614774,ardaakdemir,22.8327 (1),24.6053 (1),21.2984 (1),
