submission_pk,User,score
882535,kjbarker,0.7727 (1),
882512,davegh,0.7301 (2),
882526,vivekkalyanHS,0.6984 (3),
882518,hansih,0.6931 (4),
882543,skent,0.6820 (5),
882510,Jitin,0.6205 (6),
882539,lbouscarrat,0.4647 (7),
882532,alaeddin,0.4647 (7),
