submission_pk,User,Accuracy
525082,apc2019_Grup606,0.994929 (1),
525499,apc2019_Grup203,0.990872 (2),
525523,Grup103,0.990872 (2),
525638,apc2019_Grup504,0.983773 (3),
525260,apc2019_Grup304,0.982759 (4),
525729,Grup402,0.979716 (5),
525681,apc2019_Grup302,0.968560 (6),
525034,apc2019_Grup04,0.962475 (7),
