submission_pk,User,<Rank>,Set 1,Set 2,Set 3,Set 4,Set 5,Duration
187401,aad_freiburg,1.60 (1),0.7947 (1),0.4061 (1),0.5543 (3),0.2957 (2),0.5900 (1),5942.22 (1),
188271,djajetic,3.00 (2),0.7531 (5),0.3905 (2),0.6875 (1),0.3067 (1),0.5517 (6),5842.12 (3),
193571,reference_ls,4.00 (3),0.7062 (6),0.3708 (3),0.5384 (4),0.2856 (3),0.5580 (4),5879.88 (2),
169391,reference,4.40 (4),0.7556 (3),0.0343 (6),0.2927 (6),0.2790 (5),0.5601 (2),4416.40 (6),
169511,abhishek4,4.60 (5),0.7565 (2),0.0172 (7),0.2911 (7),0.2791 (4),0.5595 (3),4353.45 (7),
187461,postech.mlg_exbrain,5.20 (6),0.7542 (4),0.2802 (5),0.3333 (5),0.1507 (7),0.5564 (5),3343.64 (8),
193541,reference_mb,5.20 (6),0.7005 (7),0.3698 (4),0.6776 (2),0.2507 (6),0.4618 (7),4889.14 (4),
173301,marc.boulle,6.40 (7),0.7005 (7),0.3698 (4),-1.0000 (8),0.2507 (6),0.4618 (7),4603.81 (5),
