submission_pk,User,Accuracy,F-score,MRR,MAP
187801,andrew.finch,0.6290 (1),0.9216 (1),0.7171 (1),0.6280 (1),
184091,amirhj,0.3240 (2),0.8369 (2),0.4461 (2),0.3235 (2),
