submission_pk,User,DCF,EER
962373,quangbd,0.2844 (1),5.2350 (1),
964683,DKU-DukeECE,0.3413 (3),5.5940 (2),
966160,phonexia,0.3237 (2),6.4860 (3),
965533,sst_ai,0.4065 (5),6.4940 (4),
967426,JaejinCho,0.3623 (4),6.6440 (5),
1141421,RJ_Tao,0.4501 (7),7.1680 (6),
967120,SunghwanMun,0.4470 (6),8.3370 (7),
1021390,ur0,0.7586 (8),14.5730 (8),
950911,vgg_oxford,0.8925 (9),20.1650 (9),
1142186,hariom,1.0000 (10),50.3520 (10),
