submission_pk,User,test-public,test-public,test-public,test-public,test-public,test-public,test-public,val
,bbt,friends,himym,grey,house,castle,all
1012298,rowanz,86.1078 (1),86.5141 (1),,,,,,,,
1134364,antoyang,82.0412 (2),82.3510 (2),,,,,,,,
897839,lux32,78.4075 (3),78.7321 (3),,,,,,,,
622098,aishaurooj,72.8847 (4),73.4020 (4),,,,,,,,
494586,jeykigung,70.5890 (5),70.3730 (5),,,,,,,,
483231,TVQA,68.4770 (7),68.8455 (6),,,,,,,,
548842,jacobssy,69.0935 (6),68.0063 (7),,,,,,,,
