submission_pk,User,Log of MAE score
1015512,cue,1.1415272321 (1),
1006483,Chayanon,1.1778090471 (2),
1008113,phatham,1.1972469497 (3),
1006396,Napatnicky,1.2138606281 (4),
1006573,jennyjirat,1.2223901008 (5),
1006286,Keith12345671,1.2297227002 (6),
1141183,kookkikkp,1.3244027169 (7),
1081093,Trin_nithiroj,1.5792469194 (8),
1076315,Sapon,- (9),
