submission_pk,User,F1,Accuracy,Precision,Recall
787502,mohamedgabr96,0.0673 (1),0.0704 (1),0.0750 (1),0.0717 (1),
767606,abdelkader,0.0524 (2),0.0552 (2),0.0626 (2),0.0549 (2),
