submission_pk,User,F1,Accuracy,Precision,Recall
618785,bharathib,0.0483 (1),0.0551 (2),0.0451 (2),0.0608 (2),
617074,ArabicProcessors,0.0472 (2),0.0589 (1),0.0563 (1),0.0618 (1),
