submission_pk,User,PSNR,SSIM,Runtime per image [s],CPU [1] / GPU [0],Extra Data [1] / No Extra Data [0]
513378,SuperHero,23.26 (1),0.66 (3),0.00 (8),0.00 (2),-1.00 (3),
490400,cr2018,23.09 (2),0.66 (2),12.95 (2),0.00 (2),1.00 (1),
517513,shunta,23.01 (3),0.67 (1),-1.00 (9),-1.00 (3),-1.00 (3),
496583,kuldeeppurohit3,22.32 (4),0.60 (6),1.00 (7),0.00 (2),1.00 (1),
495694,sefi,22.17 (5),0.61 (5),360.00 (1),0.00 (2),0.00 (2),
498250,Shuaijunchen,22.11 (6),0.64 (4),6.80 (3),1.00 (1),0.00 (2),
496636,SeeCout,21.81 (7),0.59 (7),1.60 (6),0.00 (2),0.00 (2),
494244,MadDemon,20.82 (8),0.49 (9),2.00 (5),0.00 (2),0.00 (2),
496422,Zhang9678,17.65 (9),0.52 (8),4.57 (4),0.00 (2),1.00 (1),
