submission_pk,User,Accuracy
407391,lostoy,0.613935 (1),
407390,SYSU_ISEE_Cha,0.596992 (2),
407333,hw823,0.583160 (3),
407174,Y_Li,0.582815 (4),
406348,GuangmingZhu,0.575035 (5),
406979,zhipeng.liu,0.543568 (6),
397590,gesture_challenge,0.491701 (7),
407396,pradyumnanpk,0.430844 (8),
403296,kotori,0.413036 (9),
403252,kcheng,0.338693 (10),
406341,akshay107,0.268154 (11),
406330,fuad,0.180152 (12),
