submission_pk,User,correct
986524,Cogitat,76.33 (1),
979884,wduong,71.33 (2),
983843,ms01,59.87 (3),
986332,KUylee,57.53 (4),
984929,michaln,56.47 (5),
976512,gzoumpourlis,55.73 (6),
986519,nik-sm,54.47 (7),
985391,ant-brain,52.93 (8),
987238,Shaw,44.07 (9),
985040,anton.v,35.47 (10),
986532,minmade,34.27 (11),
986488,carolpamoraes,34.00 (12),
986534,bruaristimunha,33.80 (13),
986536,raquel.queiroz,31.47 (14),
