submission_pk,User,Adapted model,Adapted model,< Rank >,Source model,Source model
,ACC,AUROC,ACC,AUROC
966251,chamorajg,58.49 (2),2.0 (1),51.01 (2),,,,,
962858,ReinerMe,58.09 (3),2.0 (1),51.01 (2),,,,,
949923,AiRLab,61.42 (1),2.0 (1),50.82 (5),,,,,
980053,pelican,52.90 (4),4.0 (2),52.90 (1),,,,,
948767,__yxl__,51.19 (6),6.0 (3),50.86 (4),,,,,
926696,MInenr,51.01 (7),6.0 (3),51.01 (2),,,,,
960049,cuishuhao,51.01 (8),6.5 (4),51.01 (3),,,,,
936643,paint,52.03 (5),6.5 (4),47.31 (6),,,,,
926695,usmn,47.53 (9),8.0 (5),51.01 (2),,,,,
