submission_pk,User,Accuracy
408826,Y_Li,0.677085 (1),
408840,SYSU_ISEE_Cha,0.670228 (2),
408438,lostoy,0.656993 (3),
408795,zhipeng.liu,0.642162 (4),
408797,GuangmingZhu,0.593207 (5),
