submission_pk,User,Pearson r,MAE,RMSE
640370,tharindu,0.7141 (1),0.1041 (1),0.1420 (1),
679608,jxnu_hxm,0.6532 (2),0.1350 (4),0.1730 (4),
470405,JXNU_XQY,0.6188 (3),0.1202 (3),0.1602 (2),
710936,chencong,0.5803 (4),0.1183 (2),0.1700 (3),
503220,Vicomtech,0.5251 (5),0.2361 (12),0.2659 (12),
843556,bicici,0.4344 (6),0.1365 (5),0.1802 (5),
472209,LisaIan,0.4089 (7),0.1532 (7),0.1884 (6),
470403,carolscarton,0.3955 (8),0.1380 (6),0.1925 (8),
481078,is93,0.3572 (9),0.1688 (10),0.2054 (10),
470514,mespla,0.3560 (10),0.1964 (11),0.2596 (11),
473548,fblain,0.3528 (11),0.1554 (8),0.1919 (7),
481017,izas,0.3071 (12),0.1651 (9),0.2011 (9),
submission_pk,User,Spearman r
470405,JXNU_XQY,0.5766 (1),
503220,Vicomtech,0.4939 (2),
843556,bicici,0.3642 (3),
473548,fblain,0.3476 (4),
470514,mespla,0.3405 (5),
470403,carolscarton,0.3323 (6),
472209,LisaIan,0.3302 (7),
679608,jxnu_hxm,0.0000 (8),
640370,tharindu,0.0000 (8),
481017,izas,0.0000 (8),
481078,is93,0.0000 (8),
710936,chencong,-0.5296 (9),
