submission_pk,User,<Rank>,MSE,PSNR,DSSIM,WNJD
469165,anubhap93,1.5000 (1),0.0176 (1),20.4314 (1),0.2089 (2),0.1488 (2),
443009,Msoler,1.5000 (1),0.0525 (2),13.9760 (2),0.3224 (1),0.1487 (1),
