submission_pk,User,F1,Accuracy,Precision,Recall
787413,mohamedgabr96,0.1002 (1),0.1074 (1),0.1032 (1),0.1080 (1),
767477,abdelkader,0.0828 (2),0.0928 (2),0.0895 (2),0.0921 (2),
