submission_pk,User,Pearson r,MAE,RMSE
718190,chencong,0.5226 (1),0.1136 (3),0.1716 (3),
708496,jxnu_hxm,0.5198 (2),0.1156 (5),0.1768 (8),
470369,JXNU_XQY,0.5129 (3),0.1114 (1),0.1749 (7),
709469,bhhd,0.5107 (4),0.1144 (4),0.1747 (6),
708630,Uqe,0.5091 (5),0.1160 (6),0.1772 (11),
507281,LPY-LPY,0.5024 (6),0.1181 (7),0.1678 (1),
470359,kf,0.5012 (7),0.1131 (2),0.1742 (5),
622216,DexinWang,0.4865 (8),0.1193 (8),0.1698 (2),
635021,tharindu,0.4784 (9),0.1264 (11),0.1770 (10),
843554,bicici,0.4622 (10),0.1205 (9),0.1721 (4),
534211,dsidhpur,0.4476 (11),0.1214 (10),0.1775 (12),
481002,melaniad,0.4198 (12),0.1359 (15),0.1770 (9),
558189,Vicomtech,0.3982 (13),0.2813 (19),0.3147 (19),
470366,carolscarton,0.3808 (14),0.1297 (14),0.1785 (13),
470371,LisaIan,0.3725 (15),0.1289 (13),0.1791 (14),
481076,is93,0.3469 (16),0.1733 (17),0.2089 (17),
481007,izas,0.3383 (17),0.1694 (16),0.2021 (16),
470376,fblain,0.2874 (18),0.1286 (12),0.1886 (15),
470367,mespla,0.2285 (19),0.2130 (18),0.2606 (18),
submission_pk,User,Spearman r
470369,JXNU_XQY,0.6052 (1),
470359,kf,0.6049 (2),
718190,chencong,0.5891 (3),
507281,LPY-LPY,0.5864 (4),
843554,bicici,0.5416 (5),
470366,carolscarton,0.4800 (6),
558189,Vicomtech,0.4663 (7),
470371,LisaIan,0.4399 (8),
470376,fblain,0.4195 (9),
470367,mespla,0.2395 (10),
709469,bhhd,0.0000 (11),
708496,jxnu_hxm,0.0000 (11),
708630,Uqe,0.0000 (11),
635021,tharindu,0.0000 (11),
622216,DexinWang,0.0000 (11),
534211,dsidhpur,0.0000 (11),
481076,is93,0.0000 (11),
481002,melaniad,0.0000 (11),
481007,izas,0.0000 (11),
