submission_pk,User,<Rank>,Set 1,Set 2,Set 3,Set 4,Set 5,Duration
102051,djajetic,2.40 (1),0.0000 (3),0.0000 (2),0.0000 (2),0.1422 (4),0.3081 (1),5576.12 (3),
102371,marc.boulle,2.80 (2),0.1377 (2),0.0000 (2),0.0521 (1),0.0306 (6),0.2199 (3),5991.44 (2),
102991,aad_freiburg,2.80 (2),0.7090 (1),-1.0000 (3),-1.0000 (3),0.0904 (5),0.2658 (2),8483.42 (1),
103401,vladislav.dolganov,2.80 (2),-1.0000 (4),0.7175 (1),-1.0000 (3),0.2087 (2),0.0351 (4),1736.25 (5),
103111,SvetlanaKomar,3.20 (3),-1.0000 (4),0.7175 (1),-1.0000 (3),0.2087 (3),0.0345 (5),1739.31 (4),
103791,jupiter,3.20 (3),-1.0000 (4),0.7175 (1),-1.0000 (3),0.2087 (2),0.0344 (6),1716.35 (9),
103941,lebedev,3.20 (3),-1.0000 (4),0.7175 (1),-1.0000 (3),0.2087 (1),0.0340 (7),1719.43 (8),
104081,dioexul,3.60 (4),-1.0000 (4),0.7175 (1),-1.0000 (3),0.2087 (1),0.0335 (9),1734.02 (6),
104221,UNdedss,3.60 (4),-1.0000 (4),0.7175 (1),-1.0000 (3),0.2087 (2),0.0339 (8),1732.14 (7),
