submission_pk,User,Anaphora Resolution (CoNLL),Anaphora Resolution (CoNLL),Anaphora Resolution (CoNLL),Anaphora Resolution (CoNLL),Anaphora Resolution (CoNLL),Bridging (Entity F1),Bridging (Entity F1),Bridging (Entity F1),Bridging (Entity F1),Bridging (Entity F1),Discourse Deixis (CoNLL),Discourse Deixis (CoNLL),Discourse Deixis (CoNLL),Discourse Deixis (CoNLL),Discourse Deixis (CoNLL)
,LIGHT,AMI,Persuasion,Swbd,ARRAU,LIGHT,AMI,Persuasion,Swbd,ARRAU,LIGHT,AMI,Persuasion,Swbd,ARRAU
896328,sopank,- (-),- (-),13.41 (1),,,,,,,,,,,,,,,,
