submission_pk,User,mAP
411555,TheDonald,0.3641 (1),
410780,gurkirtsingh,0.3039 (2),
410788,stroud,0.2966 (3),
406307,joeyhng,0.2409 (4),
410354,Mahdi,0.2340 (5),
410644,rohitg,0.1933 (6),
407021,YajieGuan,0.1931 (7),
submission_pk,User,mAP
410788,stroud,0.1898 (1),
410780,gurkirtsingh,0.1858 (2),
406307,joeyhng,0.1369 (3),
407021,YajieGuan,0.0000 (4),
410354,Mahdi,0.0000 (4),
410644,rohitg,0.0000 (4),
411555,TheDonald,0.0000 (4),
