submission_pk,User,Averaged Pearson Correlations,Empathy Pearson Correlation,Distress Pearson Correlation
No data available
submission_pk,User,Macro F1-Score,Micro F1-Score,Accuracy,Macro Precision,Macro Recall,Micro Precision,Micro Recall
No data available
