submission_pk,User,Pearson r,MAE,RMSE
679666,jxnu_hxm,0.7203 (1),0.1156 (1),0.1593 (1),
640372,tharindu,0.7111 (2),0.1197 (2),0.1631 (2),
470428,JXNU_XQY,0.6918 (3),0.1223 (3),0.1693 (3),
532942,LPY-LPY,0.6853 (4),0.1261 (4),0.1722 (4),
721934,chencong,0.6589 (5),0.1309 (5),0.1761 (5),
843559,bicici,0.5356 (6),0.1479 (6),0.1943 (6),
470424,carolscarton,0.5331 (7),0.1498 (7),0.1947 (7),
481030,izas,0.4748 (8),0.1664 (10),0.2068 (9),
481080,is93,0.4745 (9),0.1707 (12),0.2116 (12),
472212,LisaIan,0.4508 (10),0.1616 (8),0.2045 (8),
560887,Vicomtech,0.4377 (11),0.1687 (11),0.2102 (10),
470516,mespla,0.4377 (12),0.1761 (13),0.2324 (13),
470431,fblain,0.3943 (13),0.1651 (9),0.2110 (11),
submission_pk,User,Spearman r
470428,JXNU_XQY,0.7105 (1),
532942,LPY-LPY,0.7002 (2),
721934,chencong,0.6752 (3),
843559,bicici,0.5586 (4),
470424,carolscarton,0.5374 (5),
560887,Vicomtech,0.4968 (6),
470516,mespla,0.4608 (7),
472212,LisaIan,0.4586 (8),
470431,fblain,0.4139 (9),
679666,jxnu_hxm,0.0000 (10),
640372,tharindu,0.0000 (10),
481080,is93,0.0000 (10),
481030,izas,0.0000 (10),
