submission_pk,User,<Rank>,MSE,PSNR,DSSIM,WNJD
471721,UNLU,1.0000 (1),0.0158 (1),21.8712 (1),0.2088 (1),0.1489 (1),
471248,anubhap93,2.0000 (2),0.0158 (2),21.5118 (2),0.2048 (2),0.1495 (2),
