submission_pk,User,score
882536,kjbarker,0.8400 (1),
882517,hansih,0.8243 (2),
882525,vivekkalyanHS,0.8121 (3),
882513,davegh,0.7722 (4),
882537,alaeddin,0.7298 (5),
882541,skent,0.6239 (6),
882507,Jitin,0.5223 (7),
882540,lbouscarrat,0.4647 (8),
