submission_pk,User,Pearson r,MAE,RMSE
470248,kf,0.7397 (1),0.0937 (2),0.1362 (3),
679665,jxnu_hxm,0.7355 (2),0.0935 (1),0.1291 (1),
640316,tharindu,0.7300 (3),0.0950 (3),0.1323 (2),
470254,JXNU_XQY,0.7000 (4),0.0962 (4),0.1382 (4),
726204,chencong,0.6909 (5),0.1062 (5),0.1494 (5),
625344,DexinWang,0.5754 (6),0.1231 (6),0.1706 (7),
480996,melaniad,0.4877 (7),0.1316 (7),0.1675 (6),
470238,carolscarton,0.4872 (8),0.1321 (8),0.1714 (8),
843551,bicici,0.4545 (9),0.1360 (10),0.1716 (9),
470257,LisaIan,0.4257 (10),0.1354 (9),0.1724 (10),
558183,Vicomtech,0.4235 (11),0.2052 (15),0.2436 (15),
470251,mespla,0.3936 (12),0.1793 (14),0.2291 (14),
470234,fblain,0.3653 (13),0.1402 (11),0.1772 (11),
481075,is93,0.3319 (14),0.1508 (12),0.1876 (12),
481056,izas,0.3200 (15),0.1515 (13),0.1884 (13),
submission_pk,User,Spearman r
470248,kf,0.7543 (1),
470254,JXNU_XQY,0.7244 (2),
726204,chencong,0.7105 (3),
470238,carolscarton,0.5097 (4),
843551,bicici,0.4577 (5),
558183,Vicomtech,0.4362 (6),
470257,LisaIan,0.4242 (7),
470251,mespla,0.3897 (8),
470234,fblain,0.3809 (9),
640316,tharindu,0.0000 (10),
679665,jxnu_hxm,0.0000 (10),
625344,DexinWang,0.0000 (10),
480996,melaniad,0.0000 (10),
481075,is93,0.0000 (10),
481056,izas,0.0000 (10),
