submission_pk,User,Accuracy
995412,miopas,0.5355 (1),
992084,fajar91,0.5027 (2),
990171,pradeesh,0.4918 (3),
995200,arana-initiatives,0.4863 (4),
989555,dmollaaliod,0.4863 (4),
995190,niksss,0.4536 (5),
