submission_pk,User,Prediction score,Duration
847917,acrulopez,0.9988 (1),0.00 (1),
843030,Thibaut,0.9388 (2),0.00 (1),
843013,moha3lans,0.9351 (3),0.00 (1),
842839,mdsalem17,0.9043 (4),0.00 (1),
842456,mykola_liashuha,0.9037 (5),0.00 (1),
843058,ihsanullah2131,0.8523 (6),0.00 (1),
842455,abeona,0.8512 (7),0.00 (1),
843022,Paavo,0.8476 (8),0.00 (1),
843068,eric_saga,0.8172 (9),0.00 (1),
843077,Thiha,-1.5104 (10),0.00 (1),
