submission_pk,User,correct
844697,alejandro.vaca,8.385320 (1),
844611,alison,8.330106 (2),
844147,diegoglozano,6.570827 (3),
842473,jaisenbe58r,5.613942 (4),
846446,Krilin,4.983823 (5),
845534,hcordobes,3.782451 (6),
829530,opione,3.600798 (7),
816166,DustAI,3.535090 (8),
810237,AlexFocus,3.345702 (9),
804103,ximix,3.283075 (10),
804581,aiborra,2.562915 (11),
833318,fermeck,0.425277 (12),
842465,SergioMV,NaN (13),
