submission_pk,User,Exact Match,Exact Match 95%,Row Accuracy,Column Accuracy,Alnum Accuracy,Latex Token Accuracy,Latex Symbol Accuracy,Symbols Accuracy
867264,qixianbiao,0.47 (1),0.68 (1),- (-),- (-),0.81 (1),0.70 (1),0.95 (1),0.54 (1),
874118,facto,0.01 (2),0.35 (2),- (-),- (-),0.36 (2),0.49 (2),0.86 (2),0.05 (2),
