submission_pk,User,Accuracy
526425,SPM,0.9720 (1),
526429,TheStonks,0.9680 (2),
526400,Nyquist,0.9680 (2),
526433,AFR,0.9640 (3),
526407,Rated-E,0.9600 (4),
526402,Bazinga,0.9560 (5),
526399,Delu,0.9560 (5),
526418,MartinaC,0.9520 (6),
526383,UniUrboss,0.9520 (6),
526401,Johnn,0.9400 (7),
526393,serendipity,0.9400 (7),
526437,PartTimeTeam,0.9360 (8),
526386,Marcello,0.9240 (9),
526382,stocastico,0.9240 (9),
526424,PHEY,0.8840 (10),
