submission_pk,User,pckAUC,pckh@0.2,pckh@0.5,pckAUC_hosp,pckAUC_home
889137,Nihang,5.687 (1),3.317 (1),12.413 (1),0.000 (1),0.000 (1),
888269,junjun16,0.959 (2),0.413 (2),2.698 (2),0.000 (1),0.000 (1),
