submission_pk,User,correct
648106,RobinS,9116.0 (1),
646818,smorga41,9074.0 (2),
646620,BobbyBigBrain,8786.0 (3),
647577,MattS,7265.0 (4),
647447,LukeParsons,6988.0 (5),
646019,mikesmithsheffield,6392.0 (6),
646255,Will255,5813.0 (7),
