submission_pk,User,Retrieval,Retrieval,Retrieval,Retrieval,Retrieval,Average,QA,QA,QA,QA,QA,Captioning,Captioning,Captioning,Captioning
,TVR,How2R,YC2R,VATEX-EN-R,Average,TVQA,How2QA,VIOLIN,VLEP,Average,TVC,YC2C,VATEX-EN-C,Average
971854,craig.starr,35.32 (4),62.87 (3),73.10 (1),85.95 (2),,,,,,,,,,,,,,,
1059414,hefeng07,37.05 (2),37.05 (9),- (6),- (6),,,,,,,,,,,,,,,
972403,aidenlee,35.67 (3),58.92 (5),69.99 (5),75.18 (4),,,,,,,,,,,,,,,
971026,lgh,32.57 (5),60.00 (4),71.30 (2),81.50 (3),,,,,,,,,,,,,,,
961407,TVQA,25.49 (7),55.58 (6),69.99 (5),75.18 (4),,,,,,,,,,,,,,,
972366,liuxinyu,27.82 (6),55.02 (7),70.13 (4),71.15 (5),,,,,,,,,,,,,,,
1120812,eddiesyn,50.59 (1),50.59 (8),- (6),- (6),,,,,,,,,,,,,,,
1092918,rqsky,- (8),71.16 (2),71.16 (3),- (6),,,,,,,,,,,,,,,
972389,TKD-AI,- (8),99.80 (1),- (6),99.80 (1),,,,,,,,,,,,,,,
