submission_pk,User,METEOR,Bleu 1,Bleu 2,Bleu 3,Bleu 4,CIDEr,ROUGE L,Precision,Recall
817154,t123,8.56 (1),21.46 (2),10.50 (1),4.22 (1),1.41 (1),34.24 (1),21.58 (2),12.66 (2),70.07 (1),
532108,youcook2,8.30 (2),21.96 (1),9.17 (2),2.73 (2),0.91 (2),20.19 (2),21.96 (1),24.99 (1),58.80 (2),
