submission_pk,User,Score
1112090,huze,0.3935 (1),,
957069,bionn,0.3490 (2),,
957309,shinji,0.3395 (3),,
957398,Hc33,0.3225 (4),,
957206,michaln,0.3117 (5),,
956348,han_ice,0.3109 (6),,
954899,Aakashagr,0.2993 (7),,
950034,rematchka,0.2641 (8),,
925096,catchmeifyoucan,0.2564 (9),,
1054352,hyundokim,0.2505 (10),,
956825,lingfei,0.2401 (11),,
895406,ikeroulu,0.2079 (12),,
927326,ernest.kirubakaran,0.2060 (13),,
915876,AlexNet-OrganizerBaseline,0.2035 (14),,
