submission_pk,User,Accuracy
838696,sopilnyak,0.860 (1),
838665,nikyudin,0.832 (2),
824230,maelstorm,0.818 (3),
819527,landges,0.813 (4),
819482,LOLKEK,0.808 (5),
835683,a.korolev,0.658 (6),
