submission_pk,User,ROC AUC,Precision,Recall,Average Precision,Duration
822305,Fetulhak_Abdurahman,0.15 (2),0.18 (2),0.15 (2),0.36 (2),78.11 (1),
805606,herilalaina,0.27 (1),0.34 (1),0.36 (1),0.36 (1),58.07 (2),
