submission_pk,User,S1 DOC F1,S1 COREF AVG,S1 % ANS,S2 ACC,S2 RMSE,S2 DOC F1,S2 COREF AVG,S2 % ANS,S3 ACC,S3 RMSE,S3 DOC F1,S3 COREF AVG,S3 % ANS
No data available
