submission_pk,User,mAP
471517,liliangqi,0.7671 (1),
471308,yirong.mao,0.7466 (2),
471552,xieqiaokang,0.7402 (3),
471549,stefhoer,0.6670 (4),
471253,ll490187880,0.6638 (5),
471218,dagnyt,0.5409 (6),
471223,Fatal_Error,0.5294 (7),
471227,ShadeScript,0.4724 (8),
