submission_pk,User,Total Score,Average Score,DM2S Score (Color),DM2S Score (Shape),DM2S Score (Position),M2S Score (Color),M2S Score (Shape),M2S Score (Position)
846750,rondelion,162.3333 (1),27.0556 (1),20.6667 (1),70.0000 (1),16.6667 (2),12.0000 (1),32.0000 (1),11.0000 (2),
902855,WM_Hackathon,150.3333 (2),25.0556 (2),18.6667 (2),68.0000 (2),17.3333 (1),8.0000 (2),27.0000 (2),11.3333 (1),
