submission_pk,User,PSNR,SSIM,Runtime per image [s],CPU [1]/ GPU [0],Extra Data [1] / No Extra Data [0]
578955,Anonymous,33.13 (2),0.93 (1),-1.00 (1),-1.00 (3),-1.00 (1),
575553,Anonymous,32.67 (5),0.92 (5),-1.00 (1),-1.00 (3),-1.00 (1),
575380,Anonymous,32.57 (6),0.91 (6),-1.00 (1),-1.00 (3),-1.00 (1),
578999,Anonymous,33.20 (1),0.92 (2),0.01 (2),0.00 (2),0.00 (2),
578767,Anonymous,32.78 (4),0.92 (4),0.01 (2),1.00 (1),0.00 (2),
578734,Anonymous,26.54 (10),0.79 (10),40.00 (7),0.00 (2),0.00 (2),
575789,Anonymous,32.27 (7),0.91 (7),1.17 (6),0.00 (2),0.00 (2),
575760,Anonymous,28.00 (8),0.81 (8),98.00 (8),1.00 (1),0.00 (2),
571023,Anonymous,27.72 (9),0.80 (9),0.50 (4),0.00 (2),0.00 (2),
570533,Anonymous,32.87 (3),0.92 (3),0.10 (3),0.00 (2),0.00 (2),
570121,Anonymous,9.15 (12),0.24 (12),0.58 (5),1.00 (1),0.00 (2),
534993,Anonymous,26.25 (11),0.77 (11),0.01 (2),1.00 (1),0.00 (2),
