submission_pk,User,Accuracy
860811,sefamerve_arge,0.8563 (1),
865107,moatas,0.8468 (2),
865136,OmarRadi,0.8290 (3),
864377,Batool-alsukhni,0.8203 (4),
862704,asseelhourani,0.8154 (5),
861673,salah_abughalyon,0.8073 (6),
